Effective Date,Expiry Date,Last Trade Date,Option Type,Strike,Bid,Ask
11-11-2024,12-13-2024,11-11-2024,Put,5850,35.9,36.4
11-11-2024,12-13-2024,11-11-2024,Put,5855,36.6,37.4
11-11-2024,12-13-2024,11-11-2024,Put,5860,37.5,38.2
11-11-2024,12-13-2024,11-11-2024,Put,5870,39.2,40
11-11-2024,12-13-2024,11-11-2024,Put,5875,40.1,40.9
11-11-2024,12-13-2024,11-11-2024,Put,5880,41.1,41.9
11-11-2024,12-13-2024,11-11-2024,Put,5885,42.1,42.9
11-11-2024,12-13-2024,11-11-2024,Put,5890,43.1,43.9
11-11-2024,12-13-2024,11-11-2024,Put,5895,44.2,45
11-11-2024,12-13-2024,11-11-2024,Put,5900,45.3,46.1
11-11-2024,12-13-2024,11-11-2024,Put,5905,46.4,47.2
11-11-2024,12-13-2024,11-11-2024,Put,5910,47.5,48.4
11-11-2024,12-13-2024,11-11-2024,Put,5915,48.8,49.6
11-11-2024,12-13-2024,11-11-2024,Put,5920,50,50.8
11-11-2024,12-13-2024,11-11-2024,Put,5925,51.2,52
11-11-2024,12-13-2024,11-11-2024,Put,5930,52.5,53.4
11-11-2024,12-13-2024,11-11-2024,Put,5935,53.8,54.7
11-11-2024,12-13-2024,11-11-2024,Put,5940,55.3,56.1
11-11-2024,12-13-2024,11-08-2024,Put,5945,56.6,57.5
11-11-2024,12-13-2024,11-11-2024,Put,5950,58.1,58.8
11-11-2024,12-13-2024,11-08-2024,Put,5955,59.7,60.5
11-11-2024,12-13-2024,11-08-2024,Put,5960,61.2,62
11-11-2024,12-13-2024,11-11-2024,Put,5965,62.8,63.6
11-11-2024,12-13-2024,11-11-2024,Put,5970,64.4,65.3
11-11-2024,12-13-2024,11-11-2024,Put,5975,66.1,67
11-11-2024,12-13-2024,11-11-2024,Put,5980,68,68.8
11-11-2024,12-13-2024,11-08-2024,Put,5990,71.6,72.4
11-11-2024,12-13-2024,11-11-2024,Put,6000,75.5,76.2
11-11-2024,12-13-2024,11-11-2024,Put,6010,79.5,80.4
11-11-2024,12-13-2024,11-11-2024,Put,6020,83.8,84.7
11-11-2024,12-13-2024,11-08-2024,Put,6025,86.2,86.9
11-11-2024,12-13-2024,11-11-2024,Put,6030,88.5,89.2
11-11-2024,12-13-2024,11-11-2024,Put,6040,93.3,94
11-11-2024,12-13-2024,11-11-2024,Put,6050,98.3,99.2
11-11-2024,12-13-2024,11-11-2024,Put,6060,103.6,104.6
11-11-2024,12-13-2024,11-08-2024,Put,6080,114.8,115.9
11-11-2024,12-13-2024,11-08-2024,Put,6090,120.6,121.7
11-11-2024,12-13-2024,11-08-2024,Put,6100,127,128.1
11-11-2024,12-13-2024,10-29-2024,Call,3800,2207.3,2213.6
11-11-2024,12-13-2024,10-28-2024,Call,4000,2008.4,2014.7
11-11-2024,12-13-2024,10-29-2024,Call,4400,1610.9,1617.3
11-11-2024,12-13-2024,10-28-2024,Call,4500,1511.5,1518.1
11-11-2024,12-13-2024,10-31-2024,Call,4600,1412.3,1418.8
11-11-2024,12-13-2024,10-28-2024,Call,4700,1313.1,1319.6
11-11-2024,12-13-2024,11-08-2024,Call,4800,1213.9,1220.5
11-11-2024,12-13-2024,11-05-2024,Call,4900,1114.8,1121.3
11-11-2024,12-13-2024,11-11-2024,Call,5000,1014.3,1021.7
11-11-2024,12-13-2024,10-31-2024,Call,5100,916.8,923.3
11-11-2024,12-13-2024,11-01-2024,Call,5300,719.5,726
11-11-2024,12-13-2024,11-07-2024,Call,5350,670.4,677
11-11-2024,12-13-2024,11-08-2024,Call,5380,641,647.7
11-11-2024,12-13-2024,11-01-2024,Call,5400,621.4,628
11-11-2024,12-13-2024,11-04-2024,Call,5430,592.1,598.8
11-11-2024,12-13-2024,11-05-2024,Call,5450,572.7,579.4
11-11-2024,12-13-2024,11-01-2024,Call,5460,562.9,569.7
11-11-2024,12-13-2024,11-04-2024,Call,5475,548.4,555
11-11-2024,12-13-2024,11-04-2024,Call,5480,542.3,549.4
11-11-2024,12-13-2024,11-04-2024,Call,5490,533.8,540.6
11-11-2024,12-13-2024,11-04-2024,Call,5500,524.2,530.8
11-11-2024,12-13-2024,11-04-2024,Call,5510,514.5,521.3
11-11-2024,12-13-2024,11-04-2024,Call,5520,504.9,511.5
11-11-2024,12-13-2024,11-04-2024,Call,5550,476,482.8
11-11-2024,12-13-2024,11-11-2024,Call,5575,452.1,458.8
11-11-2024,12-13-2024,11-01-2024,Call,5580,447.3,454.1
11-11-2024,12-13-2024,11-06-2024,Call,5590,437.7,444.5
11-11-2024,12-13-2024,11-08-2024,Call,5600,428.2,435
11-11-2024,12-13-2024,10-31-2024,Call,5610,418.7,425.5
11-11-2024,12-13-2024,11-05-2024,Call,5625,404.5,411.3
11-11-2024,12-13-2024,11-05-2024,Call,5630,399.8,406.6
11-11-2024,12-13-2024,11-05-2024,Call,5635,395.1,401.9
11-11-2024,12-13-2024,10-31-2024,Call,5640,390.4,397.1
11-11-2024,12-13-2024,11-06-2024,Call,5650,381,387.8
11-11-2024,12-13-2024,10-31-2024,Call,5660,371.6,378.4
11-11-2024,12-13-2024,11-05-2024,Call,5665,367,373.8
11-11-2024,12-13-2024,11-01-2024,Call,5670,362.3,369
11-11-2024,12-13-2024,11-07-2024,Call,5675,357.6,364.5
11-11-2024,12-13-2024,10-31-2024,Call,5690,341.8,350.1
11-11-2024,12-13-2024,11-07-2024,Call,5700,332.5,340.9
11-11-2024,12-13-2024,11-04-2024,Call,5705,327.9,336.3
11-11-2024,12-13-2024,11-08-2024,Call,5710,323.3,331.7
11-11-2024,12-13-2024,11-11-2024,Call,5715,318.7,327.1
11-11-2024,12-13-2024,10-31-2024,Call,5720,314.2,322.5
11-11-2024,12-13-2024,11-06-2024,Call,5725,309.6,318
11-11-2024,12-13-2024,11-08-2024,Call,5730,305,313.4
11-11-2024,12-13-2024,11-11-2024,Call,5740,295.9,304.4
11-11-2024,12-13-2024,11-07-2024,Call,5745,291.4,299.9
11-11-2024,12-13-2024,11-11-2024,Call,5750,290.7,291.8
11-11-2024,12-13-2024,10-24-2024,Call,5760,277.9,286.4
11-11-2024,12-13-2024,11-05-2024,Call,5765,273.4,281.9
11-11-2024,12-13-2024,11-06-2024,Call,5770,268.9,277.4
11-11-2024,12-13-2024,11-07-2024,Call,5775,264.5,273
11-11-2024,12-13-2024,11-07-2024,Call,5780,260,268.6
11-11-2024,12-13-2024,11-06-2024,Call,5790,251.2,259.8
11-11-2024,12-13-2024,11-08-2024,Call,5800,246.2,247.3
11-11-2024,12-13-2024,11-07-2024,Call,5805,238.1,246.7
11-11-2024,12-13-2024,11-07-2024,Call,5810,233.7,242.3
11-11-2024,12-13-2024,11-07-2024,Call,5815,229.4,238
11-11-2024,12-13-2024,11-07-2024,Call,5820,225.1,233.7
11-11-2024,12-13-2024,11-11-2024,Call,5825,224.6,225.8
11-11-2024,12-13-2024,11-06-2024,Call,5830,216.6,225.2
11-11-2024,12-13-2024,11-01-2024,Call,5840,209.9,215.2
11-11-2024,12-13-2024,11-08-2024,Call,5850,203.7,204.7
11-11-2024,12-13-2024,11-01-2024,Call,5860,193.5,198
11-11-2024,12-13-2024,11-11-2024,Call,5870,185.4,189.8
11-11-2024,12-13-2024,11-11-2024,Call,5875,181.3,185.8
11-11-2024,12-13-2024,11-11-2024,Call,5880,179,180
11-11-2024,12-13-2024,11-07-2024,Call,5885,173.3,177.8
11-11-2024,12-13-2024,11-08-2024,Call,5890,169.3,173.8
11-11-2024,12-13-2024,11-08-2024,Call,5895,165.4,169.9
11-11-2024,12-13-2024,11-11-2024,Call,5900,163.3,164.4
11-11-2024,12-13-2024,11-08-2024,Call,5910,153.8,158.3
11-11-2024,12-13-2024,11-07-2024,Call,5920,148,149.1
11-11-2024,12-13-2024,11-11-2024,Call,5925,144.3,145.3
11-11-2024,12-13-2024,11-11-2024,Call,5930,140.6,141.6
11-11-2024,12-13-2024,11-11-2024,Call,5940,133.4,134.5
11-11-2024,12-13-2024,11-08-2024,Call,5950,126.3,127.4
11-11-2024,12-13-2024,11-08-2024,Call,5955,122.9,124
11-11-2024,12-13-2024,11-11-2024,Call,5960,119.5,120.6
11-11-2024,12-13-2024,11-11-2024,Call,5965,116.1,117.2
11-11-2024,12-13-2024,11-11-2024,Call,5970,112.8,113.9
11-11-2024,12-13-2024,11-11-2024,Call,5975,109.5,110.5
11-11-2024,12-13-2024,11-08-2024,Call,5980,106.4,107.4
11-11-2024,12-13-2024,11-11-2024,Call,5990,100,101
11-11-2024,12-13-2024,11-11-2024,Call,6000,94.1,95
11-11-2024,12-13-2024,11-12-2024,Call,6010,88.1,89.2
11-11-2024,12-13-2024,11-11-2024,Call,6020,82.5,83.4
11-11-2024,12-13-2024,11-11-2024,Call,6025,79.8,80.7
11-11-2024,12-13-2024,11-11-2024,Call,6030,77,78
11-11-2024,12-13-2024,11-11-2024,Call,6040,71.9,72.9
11-11-2024,12-13-2024,11-11-2024,Call,6050,67,67.8
11-11-2024,12-13-2024,11-11-2024,Call,6070,57.9,58.8
11-11-2024,12-13-2024,11-08-2024,Call,6075,55.8,56.6
11-11-2024,12-13-2024,11-11-2024,Call,6090,49.7,50.6
11-11-2024,12-13-2024,11-12-2024,Call,6100,46.2,47
11-11-2024,12-13-2024,11-11-2024,Call,6125,37.5,38.3
11-11-2024,12-13-2024,11-11-2024,Call,6130,35.9,36.8
11-11-2024,12-13-2024,11-11-2024,Call,6140,33,33.8
11-11-2024,12-13-2024,11-11-2024,Call,6150,30.3,30.9
11-11-2024,12-13-2024,11-11-2024,Call,6160,27.7,28.5
11-11-2024,12-13-2024,11-11-2024,Call,6170,25.4,26.1
11-11-2024,12-13-2024,11-11-2024,Call,6175,24.2,25
11-11-2024,12-13-2024,11-11-2024,Call,6180,23.1,23.9
11-11-2024,12-13-2024,11-11-2024,Call,6190,21.1,21.8
11-11-2024,12-13-2024,11-11-2024,Call,6200,19.2,19.8
11-11-2024,12-13-2024,11-11-2024,Call,6225,15,15.7
11-11-2024,12-13-2024,11-11-2024,Call,6250,11.6,12.2
11-11-2024,12-13-2024,11-11-2024,Call,6275,9,9.5
11-11-2024,12-13-2024,11-11-2024,Call,6300,6.9,7.3
11-11-2024,12-13-2024,11-11-2024,Call,6350,4.1,4.4
11-11-2024,12-13-2024,11-11-2024,Call,6400,2.65,2.9
11-11-2024,12-13-2024,11-11-2024,Call,6450,1.8,2
11-11-2024,12-13-2024,11-11-2024,Call,6500,1.3,1.45
11-11-2024,12-13-2024,11-11-2024,Call,6600,0.75,0.9
11-11-2024,12-13-2024,11-11-2024,Call,6800,0.35,0.5
11-11-2024,12-16-2024,11-07-2024,Put,4000,0.75,0.95
11-11-2024,12-16-2024,11-08-2024,Put,4200,1.1,1.3
11-11-2024,12-16-2024,11-08-2024,Put,4400,1.55,1.75
11-11-2024,12-16-2024,11-11-2024,Put,4500,1.8,2
11-11-2024,12-16-2024,11-11-2024,Put,4600,2.1,2.35
11-11-2024,12-16-2024,11-07-2024,Put,4700,2.45,2.7
11-11-2024,12-16-2024,11-08-2024,Put,4900,3.3,3.6
11-11-2024,12-16-2024,11-08-2024,Put,5000,3.9,4.1
11-11-2024,12-16-2024,11-11-2024,Put,5100,4.5,4.8
11-11-2024,12-16-2024,11-11-2024,Put,5200,5.3,5.6
11-11-2024,12-16-2024,11-11-2024,Put,5300,6.4,6.8
11-11-2024,12-16-2024,11-07-2024,Put,5400,8.1,8.5
11-11-2024,12-16-2024,11-11-2024,Put,5500,10.6,11
11-11-2024,12-16-2024,11-11-2024,Put,5550,12.3,12.7
11-11-2024,12-16-2024,11-11-2024,Put,5600,14.4,14.9
11-11-2024,12-16-2024,11-08-2024,Put,5650,17,17.7
11-11-2024,12-16-2024,11-11-2024,Put,5700,20.4,21.1
11-11-2024,12-16-2024,11-08-2024,Put,5725,22.4,23.1
11-11-2024,12-16-2024,11-08-2024,Put,5750,24.7,25.4
11-11-2024,12-16-2024,11-08-2024,Put,5775,27.3,28
11-11-2024,12-16-2024,11-11-2024,Put,5800,30.2,31
11-11-2024,12-16-2024,11-11-2024,Put,5820,32.8,33.7
11-11-2024,12-16-2024,11-08-2024,Put,5825,33.5,34.4
11-11-2024,12-16-2024,11-08-2024,Put,5830,34.3,35.1
11-11-2024,12-16-2024,11-08-2024,Put,5840,35.9,36.7
11-11-2024,12-16-2024,11-11-2024,Put,5850,37.4,38.2
11-11-2024,12-16-2024,11-07-2024,Put,5880,42.8,43.6
11-11-2024,12-16-2024,11-11-2024,Put,5900,47,47.9
11-11-2024,12-16-2024,11-11-2024,Put,5910,49.3,50.2
11-11-2024,12-16-2024,11-11-2024,Put,5940,57,57.9
11-11-2024,12-16-2024,11-11-2024,Put,5950,60,60.8
11-11-2024,12-16-2024,11-08-2024,Put,5970,66.3,67.2
11-11-2024,12-16-2024,11-11-2024,Put,5975,68.1,68.9
11-11-2024,12-16-2024,11-07-2024,Put,5980,69.8,70.6
11-11-2024,12-16-2024,11-11-2024,Put,6000,77.3,78
11-11-2024,12-16-2024,11-08-2024,Put,6025,87.9,88.8
11-11-2024,12-16-2024,11-08-2024,Put,6050,100.1,101.3
11-11-2024,12-16-2024,11-08-2024,Call,5830,218.5,227.3
11-11-2024,12-16-2024,11-07-2024,Call,5880,179.3,183.7
11-11-2024,12-16-2024,11-07-2024,Call,5900,163.6,168
11-11-2024,12-16-2024,11-07-2024,Call,5920,148.4,152.8
11-11-2024,12-16-2024,11-11-2024,Call,5975,111.6,112.9
11-11-2024,12-16-2024,11-08-2024,Call,5980,108.4,109.7
11-11-2024,12-16-2024,11-08-2024,Call,6000,96,97.1
11-11-2024,12-16-2024,11-11-2024,Call,6025,81.8,82.9
11-11-2024,12-16-2024,11-11-2024,Call,6050,69,70.1
11-11-2024,12-16-2024,11-11-2024,Call,6100,47.8,48.7
11-11-2024,12-16-2024,11-08-2024,Call,6150,31.9,32.7
11-11-2024,12-16-2024,11-11-2024,Call,6200,20.5,21.1
11-11-2024,12-16-2024,11-11-2024,Call,6300,7.6,8.2
11-11-2024,12-16-2024,11-11-2024,Call,6400,2.95,3.2
11-11-2024,12-17-2024,11-08-2024,Put,4000,0.8,1
11-11-2024,12-17-2024,11-08-2024,Put,4200,1.2,1.35
11-11-2024,12-17-2024,11-08-2024,Put,4400,1.6,1.85
11-11-2024,12-17-2024,11-08-2024,Put,5000,4.1,4.3
11-11-2024,12-17-2024,11-11-2024,Put,5100,4.8,5
11-11-2024,12-17-2024,11-08-2024,Put,5500,11.2,11.6
11-11-2024,12-17-2024,11-08-2024,Put,5550,12.9,13.4
11-11-2024,12-17-2024,11-11-2024,Put,5600,15.2,15.7
11-11-2024,12-17-2024,11-11-2024,Put,5650,17.9,18.5
11-11-2024,12-17-2024,11-11-2024,Put,5700,21.3,22
11-11-2024,12-17-2024,11-08-2024,Put,5775,28.3,29.2
11-11-2024,12-17-2024,11-11-2024,Put,5800,31.3,32.2
11-11-2024,12-17-2024,11-08-2024,Put,5850,38.7,39.5
11-11-2024,12-17-2024,11-08-2024,Put,5900,48.4,49.3
11-11-2024,12-17-2024,11-11-2024,Put,5950,61.3,62.3
11-11-2024,12-17-2024,11-08-2024,Put,6000,78.6,79.6
11-11-2024,12-17-2024,11-08-2024,Put,6025,89.1,90.2
11-11-2024,12-17-2024,11-08-2024,Put,6050,101.2,102.5
11-11-2024,12-17-2024,11-11-2024,Put,6075,114.6,115.9
11-11-2024,12-17-2024,11-08-2024,Call,5920,152.3,153.6
11-11-2024,12-17-2024,11-11-2024,Call,5950,130.7,132
11-11-2024,12-17-2024,11-11-2024,Call,5990,104.2,105.5
11-11-2024,12-17-2024,11-11-2024,Call,6000,98.4,99.4
11-11-2024,12-17-2024,11-11-2024,Call,6010,92.5,93.5
11-11-2024,12-17-2024,11-11-2024,Call,6020,86.8,87.9
11-11-2024,12-17-2024,11-11-2024,Call,6025,84.1,85.1
11-11-2024,12-17-2024,11-11-2024,Call,6030,81.4,82.4
11-11-2024,12-17-2024,11-11-2024,Call,6050,71.2,72.3
11-11-2024,12-17-2024,11-11-2024,Call,6075,59.7,60.7
11-11-2024,12-17-2024,11-11-2024,Call,6100,49.7,50.7
11-11-2024,12-17-2024,11-11-2024,Call,6150,33.5,34.5
11-11-2024,12-17-2024,11-11-2024,Call,6200,21.8,22.7
11-11-2024,12-17-2024,11-11-2024,Call,6300,8.4,8.9
11-11-2024,12-17-2024,11-11-2024,Call,6400,3.2,3.6
11-11-2024,12-17-2024,11-08-2024,Call,6600,0.9,1.1
11-11-2024,12-17-2024,11-08-2024,Call,6700,0.6,0.75
11-11-2024,12-19-2024,11-11-2024,Put,3200,0.15,0.35
11-11-2024,12-19-2024,11-11-2024,Put,3400,0.25,0.45
11-11-2024,12-19-2024,11-07-2024,Put,3600,0.4,0.6
11-11-2024,12-19-2024,11-11-2024,Put,4000,0.9,1.1
11-11-2024,12-19-2024,11-06-2024,Put,4200,1.3,1.5
11-11-2024,12-19-2024,11-07-2024,Put,4300,1.55,1.75
11-11-2024,12-19-2024,11-11-2024,Put,4400,1.8,2
11-11-2024,12-19-2024,11-11-2024,Put,4500,2.15,2.3
11-11-2024,12-19-2024,11-11-2024,Put,4700,2.9,3.1
11-11-2024,12-19-2024,11-08-2024,Put,4800,3.4,3.6
11-11-2024,12-19-2024,11-08-2024,Put,4900,3.9,4.2
11-11-2024,12-19-2024,11-06-2024,Put,5000,4.6,4.8
11-11-2024,12-19-2024,11-11-2024,Put,5100,5.3,5.6
11-11-2024,12-19-2024,11-11-2024,Put,5200,6.3,6.7
11-11-2024,12-19-2024,11-08-2024,Put,5300,7.8,8.2
11-11-2024,12-19-2024,11-11-2024,Put,5350,8.7,9.1
11-11-2024,12-19-2024,11-08-2024,Put,5400,9.8,10.3
11-11-2024,12-19-2024,11-06-2024,Put,5450,11.2,11.7
11-11-2024,12-19-2024,11-08-2024,Put,5500,12.9,13.4
11-11-2024,12-19-2024,11-11-2024,Put,5525,13.8,14.3
11-11-2024,12-19-2024,11-07-2024,Put,5550,14.9,15.4
11-11-2024,12-19-2024,11-11-2024,Put,5575,16,16.6
11-11-2024,12-19-2024,11-08-2024,Put,5600,17.3,17.9
11-11-2024,12-19-2024,11-06-2024,Put,5620,18.4,19.1
11-11-2024,12-19-2024,11-05-2024,Put,5625,18.7,19.4
11-11-2024,12-19-2024,11-08-2024,Put,5630,19.1,19.7
11-11-2024,12-19-2024,11-06-2024,Put,5640,19.7,20.3
11-11-2024,12-19-2024,11-11-2024,Put,5650,20.3,21
11-11-2024,12-19-2024,11-06-2024,Put,5660,21,21.7
11-11-2024,12-19-2024,11-11-2024,Put,5670,21.7,22.4
11-11-2024,12-19-2024,11-07-2024,Put,5675,22.1,22.8
11-11-2024,12-19-2024,11-08-2024,Put,5680,22.5,23.2
11-11-2024,12-19-2024,11-11-2024,Put,5690,23.2,24
11-11-2024,12-19-2024,11-08-2024,Put,5700,24,24.8
11-11-2024,12-19-2024,11-07-2024,Put,5710,24.9,25.7
11-11-2024,12-19-2024,11-11-2024,Put,5720,25.8,26.6
11-11-2024,12-19-2024,11-06-2024,Put,5725,26.3,27
11-11-2024,12-19-2024,11-11-2024,Put,5730,26.8,27.5
11-11-2024,12-19-2024,11-06-2024,Put,5740,27.8,28.5
11-11-2024,12-19-2024,11-11-2024,Put,5750,28.7,29.6
11-11-2024,12-19-2024,11-11-2024,Put,5760,29.8,30.7
11-11-2024,12-19-2024,11-07-2024,Put,5775,31.5,32.4
11-11-2024,12-19-2024,11-11-2024,Put,5800,34.7,35.6
11-11-2024,12-19-2024,11-08-2024,Put,5825,38.3,39.2
11-11-2024,12-19-2024,11-11-2024,Put,5850,42.4,43.3
11-11-2024,12-19-2024,11-11-2024,Put,5900,52.5,53.5
11-11-2024,12-19-2024,11-11-2024,Put,6000,83,84.1
11-11-2024,12-19-2024,11-11-2024,Put,6100,133,134.4
11-11-2024,12-19-2024,11-07-2024,Put,6300,283.1,289.7
11-11-2024,12-19-2024,11-06-2024,Put,6400,376.1,382.7
11-11-2024,12-19-2024,11-06-2024,Call,5000,1019.1,1025.5
11-11-2024,12-19-2024,11-07-2024,Call,5300,723.9,730.5
11-11-2024,12-19-2024,11-06-2024,Call,5400,626.4,633
11-11-2024,12-19-2024,11-06-2024,Call,5500,530,536.7
11-11-2024,12-19-2024,11-06-2024,Call,5550,482.3,489
11-11-2024,12-19-2024,11-06-2024,Call,5575,458.6,465.3
11-11-2024,12-19-2024,11-05-2024,Call,5620,416.2,422.9
11-11-2024,12-19-2024,11-06-2024,Call,5625,411.6,418.3
11-11-2024,12-19-2024,11-06-2024,Call,5630,406.9,413.5
11-11-2024,12-19-2024,11-06-2024,Call,5640,397.6,404.3
11-11-2024,12-19-2024,11-06-2024,Call,5650,386.8,394.2
11-11-2024,12-19-2024,11-06-2024,Call,5660,377.6,384.9
11-11-2024,12-19-2024,11-06-2024,Call,5680,359.2,366.5
11-11-2024,12-19-2024,11-06-2024,Call,5690,350,357.3
11-11-2024,12-19-2024,11-06-2024,Call,5700,340.9,348.2
11-11-2024,12-19-2024,11-06-2024,Call,5710,331.8,339.1
11-11-2024,12-19-2024,11-06-2024,Call,5720,322.7,330.1
11-11-2024,12-19-2024,11-06-2024,Call,5725,318.2,325.6
11-11-2024,12-19-2024,11-06-2024,Call,5730,313.7,321.1
11-11-2024,12-19-2024,11-06-2024,Call,5750,295.8,303.2
11-11-2024,12-19-2024,11-06-2024,Call,5760,287,294.3
11-11-2024,12-19-2024,11-06-2024,Call,5775,273.8,281.1
11-11-2024,12-19-2024,11-06-2024,Call,5800,252,259.4
11-11-2024,12-19-2024,11-06-2024,Call,5825,230.8,238.1
11-11-2024,12-19-2024,11-06-2024,Call,5850,211,216.5
11-11-2024,12-19-2024,11-11-2024,Call,5900,173.1,174.6
11-11-2024,12-19-2024,11-11-2024,Call,6000,104.6,105.9
11-11-2024,12-19-2024,11-11-2024,Call,6100,55.1,56.2
11-11-2024,12-19-2024,11-08-2024,Call,6200,25.7,26.5
11-11-2024,12-19-2024,11-11-2024,Call,6300,10.5,11
11-11-2024,12-19-2024,11-08-2024,Call,6400,4.2,4.5
11-11-2024,12-19-2024,11-07-2024,Call,6600,1.15,1.3
11-11-2024,12-19-2024,11-07-2024,Call,6800,0.5,0.7
11-11-2024,12-19-2024,11-06-2024,Call,7000,0.2,0.45
11-11-2024,12-19-2024,11-07-2024,Call,7400,0.05,0.25
11-11-2024,12-20-2024,10-07-2024,Put,200,0,0.05
11-11-2024,12-20-2024,08-07-2024,Put,400,0,0.05
11-11-2024,12-20-2024,09-13-2024,Put,500,0,0.15
11-11-2024,12-20-2024,10-29-2024,Put,600,0,0.1
11-11-2024,12-20-2024,10-29-2024,Put,800,0,0.1
11-11-2024,12-20-2024,10-21-2024,Put,1000,0,0.1
11-11-2024,12-20-2024,11-04-2024,Put,1200,0,0.1
11-11-2024,12-20-2024,10-14-2024,Put,1400,0,0.1
11-11-2024,12-20-2024,10-28-2024,Put,1600,0,0.1
11-11-2024,12-20-2024,11-08-2024,Put,1800,0,0.1
11-11-2024,12-20-2024,11-11-2024,Put,1900,0,0.1
11-11-2024,12-20-2024,11-11-2024,Put,2000,0,0.1
11-11-2024,12-20-2024,10-28-2024,Put,2100,0,0.1
11-11-2024,12-20-2024,11-07-2024,Put,2200,0,0.1
11-11-2024,12-20-2024,11-04-2024,Put,2300,0,0.15
11-11-2024,12-20-2024,11-11-2024,Put,2400,0,0.15
11-11-2024,12-20-2024,11-11-2024,Put,2500,0,0.15
11-11-2024,12-20-2024,11-11-2024,Put,2600,0,0.15
11-11-2024,12-20-2024,11-06-2024,Put,2700,0.05,0.2
11-11-2024,12-20-2024,11-07-2024,Put,2750,0,0.2
11-11-2024,12-20-2024,11-11-2024,Put,2800,0,0.2
11-11-2024,12-20-2024,11-08-2024,Put,2850,0.05,0.25
11-11-2024,12-20-2024,11-11-2024,Put,2900,0.1,0.25
11-11-2024,12-20-2024,11-11-2024,Put,2950,0.05,0.25
11-11-2024,12-20-2024,11-11-2024,Put,3000,0.1,0.25
11-11-2024,12-20-2024,11-07-2024,Put,3050,0.15,0.3
11-11-2024,12-20-2024,11-08-2024,Put,3100,0.1,0.3
11-11-2024,12-20-2024,11-01-2024,Put,3125,0.15,0.35
11-11-2024,12-20-2024,11-08-2024,Put,3150,0.15,0.35
11-11-2024,12-20-2024,11-11-2024,Put,3175,0.15,0.3
11-11-2024,12-20-2024,11-11-2024,Put,3200,0.15,0.3
11-11-2024,12-20-2024,11-06-2024,Put,3225,0.15,0.35
11-11-2024,12-20-2024,11-08-2024,Put,3250,0.15,0.35
11-11-2024,12-20-2024,11-11-2024,Put,3275,0.2,0.4
11-11-2024,12-20-2024,11-08-2024,Put,3300,0.25,0.4
11-11-2024,12-20-2024,11-11-2024,Put,3325,0.25,0.4
11-11-2024,12-20-2024,11-11-2024,Put,3350,0.25,0.45
11-11-2024,12-20-2024,11-11-2024,Put,3375,0.25,0.4
11-11-2024,12-20-2024,11-11-2024,Put,3400,0.3,0.45
11-11-2024,12-20-2024,11-11-2024,Put,3425,0.25,0.45
11-11-2024,12-20-2024,11-11-2024,Put,3450,0.3,0.45
11-11-2024,12-20-2024,11-11-2024,Put,3475,0.3,0.5
11-11-2024,12-20-2024,11-11-2024,Put,3500,0.4,0.55
11-11-2024,12-20-2024,11-08-2024,Put,3525,0.4,0.55
11-11-2024,12-20-2024,11-11-2024,Put,3550,0.4,0.6
11-11-2024,12-20-2024,11-11-2024,Put,3575,0.45,0.6
11-11-2024,12-20-2024,11-11-2024,Put,3600,0.4,0.6
11-11-2024,12-20-2024,11-08-2024,Put,3625,0.5,0.65
11-11-2024,12-20-2024,11-11-2024,Put,3650,0.45,0.65
11-11-2024,12-20-2024,11-11-2024,Put,3675,0.5,0.65
11-11-2024,12-20-2024,11-11-2024,Put,3700,0.55,0.7
11-11-2024,12-20-2024,11-06-2024,Put,3725,0.6,0.75
11-11-2024,12-20-2024,11-11-2024,Put,3750,0.6,0.75
11-11-2024,12-20-2024,11-11-2024,Put,3775,0.65,0.8
11-11-2024,12-20-2024,11-11-2024,Put,3800,0.6,0.8
11-11-2024,12-20-2024,11-11-2024,Put,3825,0.75,0.85
11-11-2024,12-20-2024,11-11-2024,Put,3850,0.75,0.9
11-11-2024,12-20-2024,11-11-2024,Put,3875,0.75,0.9
11-11-2024,12-20-2024,11-11-2024,Put,3900,0.75,0.95
11-11-2024,12-20-2024,11-11-2024,Put,3925,0.8,1
11-11-2024,12-20-2024,11-11-2024,Put,3950,0.85,1.05
11-11-2024,12-20-2024,11-11-2024,Put,3975,0.95,1.1
11-11-2024,12-20-2024,11-11-2024,Put,4000,1,1.1
11-11-2024,12-20-2024,11-11-2024,Put,4025,1,1.2
11-11-2024,12-20-2024,11-11-2024,Put,4050,1.1,1.2
11-11-2024,12-20-2024,11-11-2024,Put,4075,1.05,1.3
11-11-2024,12-20-2024,11-11-2024,Put,4100,1.1,1.35
11-11-2024,12-20-2024,11-08-2024,Put,4125,1.2,1.4
11-11-2024,12-20-2024,11-08-2024,Put,4150,1.25,1.45
11-11-2024,12-20-2024,11-11-2024,Put,4175,1.3,1.5
11-11-2024,12-20-2024,11-11-2024,Put,4200,1.4,1.55
11-11-2024,12-20-2024,11-07-2024,Put,4225,1.4,1.6
11-11-2024,12-20-2024,11-11-2024,Put,4250,1.45,1.65
11-11-2024,12-20-2024,11-08-2024,Put,4275,1.55,1.7
11-11-2024,12-20-2024,11-11-2024,Put,4300,1.6,1.8
11-11-2024,12-20-2024,11-11-2024,Put,4325,1.65,1.85
11-11-2024,12-20-2024,11-11-2024,Put,4350,1.7,1.95
11-11-2024,12-20-2024,11-11-2024,Put,4375,1.8,2
